sentence,tokens,bio_tags
Looking for a nice {difficulty: intense} path from {start_location: old city market street} {loca_start_num: 41} that's good for elderly people,"Looking for a nice, {difficulty: intense}, path from, {start_location: old city market street}, {loca_start_num: 41}, that's good for elderly people","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
"Early bird run, show me a {route_length: 15.0 km} route near {start_location: dov lautman} {loca_start_num: 21}","Early bird run, show me a, {route_length: 15.0 km}, route near, {start_location: dov lautman}, {loca_start_num: 21}","O, B-route_length, O, B-start_location, B-loca_start_num"
Looking for a {route_length: 19.5 kilometers} running track that starts at {start_location: ezekiel} {loca_start_num: 19} and has some nice city views along the way,"Looking for a, {route_length: 19.5 kilometers}, running track that starts at, {start_location: ezekiel}, {loca_start_num: 19}, and has some nice city views along the way","O, B-route_length, O, B-start_location, B-loca_start_num, O"
I need a {difficulty: somewhat tough} route.,"I need a, {difficulty: somewhat tough}, route.","O, B-difficulty, O"
"Hi there, I'm training for a half marathon and need a {difficulty: hard} route about {route_length: 20 kilometers}, preferably near the beach","Hi there, I'm training for a half marathon and need a, {difficulty: hard}, route about, {route_length: 20 kilometers}, , preferably near the beach","O, B-difficulty, O, B-route_length, O"
looking for peaceful running route,looking for peaceful running route,O
need {route_length: 13.5 km} path near the water,"need, {route_length: 13.5 km}, path near the water","O, B-route_length, O"
Running after work from {start_location: liberation street} {loca_start_num: 28},"Running after work from, {start_location: liberation street}, {loca_start_num: 28}","O, B-start_location, B-loca_start_num"
Looking for a nice {difficulty: hard} path from {start_location: alice miller street} {loca_start_num: 79} that's good for elderly people,"Looking for a nice, {difficulty: hard}, path from, {start_location: alice miller street}, {loca_start_num: 79}, that's good for elderly people","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
{difficulty: not hard} route to {end_location: chaim weizmann street} {loca_end_num: 61},"{difficulty: not hard}, route to, {end_location: chaim weizmann street}, {loca_end_num: 61}","B-difficulty, O, B-end_location, B-loca_end_num"
gimme a {difficulty: very hard} route {route_length: 7.0 kilometers},"gimme a, {difficulty: very hard}, route, {route_length: 7.0 kilometers}","O, B-difficulty, O, B-route_length"
Taking the stroller today from {start_location: eliyahu hanavi} {loca_start_num: 79},"Taking the stroller today from, {start_location: eliyahu hanavi}, {loca_start_num: 79}","O, B-start_location, B-loca_start_num"
"{start_location: herzl} {loca_start_num: 64} to beach, something easy please","{start_location: herzl}, {loca_start_num: 64}, to beach, something easy please","B-start_location, B-loca_start_num, O"
need route starting {start_location: bet alpha} ending {end_location: caesarea} {loca_end_num: 43},"need route starting, {start_location: bet alpha}, ending, {end_location: caesarea}, {loca_end_num: 43}","O, B-start_location, O, B-end_location, B-loca_end_num"
What's a good running path nearby?,What's a good running path nearby?,O
{difficulty: very easy} {route_length: 14.5 km} please,"{difficulty: very easy}, {route_length: 14.5 km}, please","B-difficulty, B-route_length, O"
Generate a route with a distance of {route_length: short}.,"Generate a route with a distance of, {route_length: short}, .","O, B-route_length, O"
first time runner here need help,first time runner here need help,O
run starting {start_location: abba eban street} {loca_start_num: 51},"run starting, {start_location: abba eban street}, {loca_start_num: 51}","O, B-start_location, B-loca_start_num"
Looking to crush a {difficulty: not hard} {route_length: 10.0 km} from {start_location: theodor herzl street} {loca_start_num: 17} to {end_location: tel aviv street} {loca_end_num: 76},"Looking to crush a, {difficulty: not hard}, {route_length: 10.0 km}, from, {start_location: theodor herzl street}, {loca_start_num: 17}, to, {end_location: tel aviv street}, {loca_end_num: 76}","O, B-difficulty, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
simple running path please,simple running path please,O
new to running need beginner route,new to running need beginner route,O
need {difficulty: extreme difficulty} track starting from {start_location: hataasiya} {loca_start_num: 17},"need, {difficulty: extreme difficulty}, track starting from, {start_location: hataasiya}, {loca_start_num: 17}","O, B-difficulty, O, B-start_location, B-loca_start_num"
"Planning my weekend long run, need a {difficulty: flat and easy} path from {start_location: menashe} {loca_start_num: 15} to {end_location: shalom street} {loca_end_num: 18}, about {route_length: 2.5 kilometers}","Planning my weekend long run, need a, {difficulty: flat and easy}, path from, {start_location: menashe}, {loca_start_num: 15}, to, {end_location: shalom street}, {loca_end_num: 18}, , about, {route_length: 2.5 kilometers}","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length"
Hey! I'm training for a marathon and need a {difficulty: medium} route that's about {route_length: 12.0 kilometers},"Hey! I'm training for a marathon and need a, {difficulty: medium}, route that's about, {route_length: 12.0 kilometers}","O, B-difficulty, O, B-route_length"
Bout to head out from {start_location: byzantine} {loca_start_num: 97},"Bout to head out from, {start_location: byzantine}, {loca_start_num: 97}","O, B-start_location, B-loca_start_num"
where should i run today?,where should i run today?,O
Plan a running route for me.,Plan a running route for me.,O
good places to run around here?,good places to run around here?,O
running route recommendations?,running route recommendations?,O
best places to run here?,best places to run here?,O
wheres good for evening jog?,wheres good for evening jog?,O
Doing speedwork from {start_location: herzl street} {loca_start_num: 1},"Doing speedwork from, {start_location: herzl street}, {loca_start_num: 1}","O, B-start_location, B-loca_start_num"
Hey there! I'm a business traveler staying at a hotel on {start_location: haviva reik} {loca_start_num: 37} and would love a {difficulty: challenging} route to {end_location: hapaprika} {loca_end_num: 7},"Hey there! I'm a business traveler staying at a hotel on, {start_location: haviva reik}, {loca_start_num: 37}, and would love a, {difficulty: challenging}, route to, {end_location: hapaprika}, {loca_end_num: 7}","O, B-start_location, B-loca_start_num, O, B-difficulty, O, B-end_location, B-loca_end_num"
Tempo run from {start_location: alice miller street} {loca_start_num: 74},"Tempo run from, {start_location: alice miller street}, {loca_start_num: 74}","O, B-start_location, B-loca_start_num"
need {difficulty: hard} route about {route_length: 550 meters},"need, {difficulty: hard}, route about, {route_length: 550 meters}","O, B-difficulty, O, B-route_length"
New runner here - need an easy {route_length: 7 kilometers} route near {start_location: jabotinsky} {loca_start_num: 73},"New runner here - need an easy, {route_length: 7 kilometers}, route near, {start_location: jabotinsky}, {loca_start_num: 73}","O, B-route_length, O, B-start_location, B-loca_start_num"
running route {route_length: 19 kilometers} to {end_location: ha'shayarot street} {loca_end_num: 6},"running route, {route_length: 19 kilometers}, to, {end_location: ha'shayarot street}, {loca_end_num: 6}","O, B-route_length, O, B-end_location, B-loca_end_num"
"I want to run {route_length: 15.5 km} starting at {start_location: schocken} {loca_start_num: 59} and ending at {end_location: hacarmel} {loca_end_num: 12}, with {difficulty: easy} difficulty.","I want to run, {route_length: 15.5 km}, starting at, {start_location: schocken}, {loca_start_num: 59}, and ending at, {end_location: hacarmel}, {loca_end_num: 12}, , with, {difficulty: easy}, difficulty.","O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, O"
beginner want {difficulty: extreme difficulty} run,"beginner want, {difficulty: extreme difficulty}, run","O, B-difficulty, O"
gimme {difficulty: flat and easy} path {route_length: 550 meters} start {start_location: chaim topol} {loca_start_num: 98} finish {end_location: aaron aaronsohn street} {loca_end_num: 79},"gimme, {difficulty: flat and easy}, path, {route_length: 550 meters}, start, {start_location: chaim topol}, {loca_start_num: 98}, finish, {end_location: aaron aaronsohn street}, {loca_end_num: 79}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
{start_location: solar energy} to {end_location: usishkin} run,"{start_location: solar energy}, to, {end_location: usishkin}, run","B-start_location, O, B-end_location, O"
I'm visiting from America for a week and staying near {start_location: mamilla} - would love suggestions for a morning running route with good views of the city,"I'm visiting from America for a week and staying near, {start_location: mamilla}, - would love suggestions for a morning running route with good views of the city","O, B-start_location, O"
Getting ready for a 5k need a route,Getting ready for a 5k need a route,O
help plan my first 5k route,help plan my first 5k route,O
suggest route for beginner,suggest route for beginner,O
plan route ending {end_location: yemen street} {loca_end_num: 24},"plan route ending, {end_location: yemen street}, {loca_end_num: 24}","O, B-end_location, B-loca_end_num"
Need a quick running route,Need a quick running route,O
need {route_length: 5-10 km} {difficulty: difficult but rewarding} path,"need, {route_length: 5-10 km}, {difficulty: difficult but rewarding}, path","O, B-route_length, B-difficulty, O"
Create a {difficulty: slightly challenging} running route from {start_location: abba eban street} {loca_start_num: 58} to {end_location: hazaatar} {loca_end_num: 10} that is {route_length: 15 km}.,"Create a, {difficulty: slightly challenging}, running route from, {start_location: abba eban street}, {loca_start_num: 58}, to, {end_location: hazaatar}, {loca_end_num: 10}, that is, {route_length: 15 km}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
help plan my morning exercise,help plan my morning exercise,O
Taking it easy today from {start_location: templar} {loca_start_num: 52},"Taking it easy today from, {start_location: templar}, {loca_start_num: 52}","O, B-start_location, B-loca_start_num"
Doing a social run from {start_location: ha'shayarot} {loca_start_num: 11},"Doing a social run from, {start_location: ha'shayarot}, {loca_start_num: 11}","O, B-start_location, B-loca_start_num"
need route for tomorrow morning run,need route for tomorrow morning run,O
need {difficulty: extreme difficulty} route for my mom,"need, {difficulty: extreme difficulty}, route for my mom","O, B-difficulty, O"
"Building up mileage, need a {difficulty: easy} {route_length: 6 kilometers} route near {start_location: machane yehuda} {loca_start_num: 100}","Building up mileage, need a, {difficulty: easy}, {route_length: 6 kilometers}, route near, {start_location: machane yehuda}, {loca_start_num: 100}","O, B-difficulty, B-route_length, O, B-start_location, B-loca_start_num"
Generate a route with a distance of {route_length: 3.0 kilometers}.,"Generate a route with a distance of, {route_length: 3.0 kilometers}, .","O, B-route_length, O"
need {difficulty: medium} track starting from {start_location: israel museum street} {loca_start_num: 26},"need, {difficulty: medium}, track starting from, {start_location: israel museum street}, {loca_start_num: 26}","O, B-difficulty, O, B-start_location, B-loca_start_num"
need route for evening run,need route for evening run,O
Create a route that spans {route_length: 600 meters}.,"Create a route that spans, {route_length: 600 meters}, .","O, B-route_length, O"
My doctor recommended daily walks - could you suggest an easy route near the city center?,My doctor recommended daily walks - could you suggest an easy route near the city center?,O
"Building endurance, show me a {difficulty: difficult but rewarding} {route_length: 17.0 km} route starting {start_location: harotem street} {loca_start_num: 64}","Building endurance, show me a, {difficulty: difficult but rewarding}, {route_length: 17.0 km}, route starting, {start_location: harotem street}, {loca_start_num: 64}","O, B-difficulty, B-route_length, O, B-start_location, B-loca_start_num"
something {difficulty: easy} and short,"something, {difficulty: easy}, and short","O, B-difficulty, O"
{route_length: 16.5 kilometers} track with good scenery,"{route_length: 16.5 kilometers}, track with good scenery","B-route_length, O"
{route_length: 1.0 km} path suggestion,"{route_length: 1.0 km}, path suggestion","B-route_length, O"
Please generate a route for running.,Please generate a route for running.,O
gimme {difficulty: very easy} path {route_length: 1 km} start {start_location: november 29th street} {loca_start_num: 67} finish {end_location: daniel} {loca_end_num: 62},"gimme, {difficulty: very easy}, path, {route_length: 1 km}, start, {start_location: november 29th street}, {loca_start_num: 67}, finish, {end_location: daniel}, {loca_end_num: 62}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
need running recommendations near the beach,need running recommendations near the beach,O
where should i run today?,where should i run today?,O
I'm looking for a {difficulty: intense} route from {start_location: acre street} {loca_start_num: 92} to {end_location: susya street} {loca_end_num: 58} with a distance of {route_length: 2 kilometers}.,"I'm looking for a, {difficulty: intense}, route from, {start_location: acre street}, {loca_start_num: 92}, to, {end_location: susya street}, {loca_end_num: 58}, with a distance of, {route_length: 2 kilometers}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
recommend safe running route,recommend safe running route,O
Gimme a {difficulty: easy} route around {route_length: 12.5 kilometers} near {start_location: lincoln} {loca_start_num: 38},"Gimme a, {difficulty: easy}, route around, {route_length: 12.5 kilometers}, near, {start_location: lincoln}, {loca_start_num: 38}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num"
I'm visiting from America for a week and staying near {start_location: haviva reik} - would love suggestions for a morning running route with good views of the city,"I'm visiting from America for a week and staying near, {start_location: haviva reik}, - would love suggestions for a morning running route with good views of the city","O, B-start_location, O"
Lets go running from {start_location: linoy ashram street} {loca_start_num: 83},"Lets go running from, {start_location: linoy ashram street}, {loca_start_num: 83}","O, B-start_location, B-loca_start_num"
Need a tempo run route - {difficulty: difficult but rewarding} {route_length: 4.0 km} from {start_location: near me},"Need a tempo run route -, {difficulty: difficult but rewarding}, {route_length: 4.0 km}, from, {start_location: near me}","O, B-difficulty, B-route_length, O, B-start_location"
beginner want {difficulty: somewhat tough} run,"beginner want, {difficulty: somewhat tough}, run","O, B-difficulty, O"
tourist looking for running route,tourist looking for running route,O
need {route_length: very long} easy route,"need, {route_length: very long}, easy route","O, B-route_length, O"
It's hot today - got any shaded {route_length: 20 kilometers} routes from {start_location: hebrew university street} {loca_start_num: 54}?,"It's hot today - got any shaded, {route_length: 20 kilometers}, routes from, {start_location: hebrew university street}, {loca_start_num: 54}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
recommend safe running route,recommend safe running route,O
{route_length: extremely long} {difficulty: intense} track starting {start_location: shoshana damari} {loca_start_num: 88},"{route_length: extremely long}, {difficulty: intense}, track starting, {start_location: shoshana damari}, {loca_start_num: 88}","B-route_length, B-difficulty, O, B-start_location, B-loca_start_num"
make me {route_length: 13.0 km} path please,"make me, {route_length: 13.0 km}, path please","O, B-route_length, O"
Hook me up with a {difficulty: challenging} route from {start_location: roman cardo} {loca_start_num: 99},"Hook me up with a, {difficulty: challenging}, route from, {start_location: roman cardo}, {loca_start_num: 99}","O, B-difficulty, O, B-start_location, B-loca_start_num"
"Midnight runner here, safe {route_length: 16.0 km} route from {start_location: sharon street} {loca_start_num: 30}?","Midnight runner here, safe, {route_length: 16.0 km}, route from, {start_location: sharon street}, {loca_start_num: 30}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
"Need a route that includes {end_location: this spot}, around {route_length: 7.0 kilometers}","Need a route that includes, {end_location: this spot}, , around, {route_length: 7.0 kilometers}","O, B-end_location, O, B-route_length"
Running after work from {start_location: golda meir boulevard} {loca_start_num: 66},"Running after work from, {start_location: golda meir boulevard}, {loca_start_num: 66}","O, B-start_location, B-loca_start_num"
Generate a running route from {start_location: international style} {loca_start_num: 79} to {end_location: hazayit} {loca_end_num: 31}.,"Generate a running route from, {start_location: international style}, {loca_start_num: 79}, to, {end_location: hazayit}, {loca_end_num: 31}, .","O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O"
Generate a running route to {end_location: yoni netanyahu} {loca_end_num: 85} with a distance of {route_length: 19 kilometers}.,"Generate a running route to, {end_location: yoni netanyahu}, {loca_end_num: 85}, with a distance of, {route_length: 19 kilometers}, .","O, B-end_location, B-loca_end_num, O, B-route_length, O"
need {difficulty: medium} track for morning jog,"need, {difficulty: medium}, track for morning jog","O, B-difficulty, O"
Looking for a scenic {route_length: 3.5 km} route near {start_location: bedouin path} {loca_start_num: 66},"Looking for a scenic, {route_length: 3.5 km}, route near, {start_location: bedouin path}, {loca_start_num: 66}","O, B-route_length, O, B-start_location, B-loca_start_num"
"Time trial day, need a flat {route_length: 300 meters} route from {start_location: new gate} {loca_start_num: 75}","Time trial day, need a flat, {route_length: 300 meters}, route from, {start_location: new gate}, {loca_start_num: 75}","O, B-route_length, O, B-start_location, B-loca_start_num"
"Marathon training calls for {route_length: 7.5 km} today, starting from {start_location: gaza} {loca_start_num: 14}","Marathon training calls for, {route_length: 7.5 km}, today, starting from, {start_location: gaza}, {loca_start_num: 14}","O, B-route_length, O, B-start_location, B-loca_start_num"
where do people usually run in morning?,where do people usually run in morning?,O
want {route_length: 3 kilometers} track please,"want, {route_length: 3 kilometers}, track please","O, B-route_length, O"
Generate a running route to {end_location: hamelacha street} {loca_end_num: 17} with a distance of {route_length: 1.5 km}.,"Generate a running route to, {end_location: hamelacha street}, {loca_end_num: 17}, with a distance of, {route_length: 1.5 km}, .","O, B-end_location, B-loca_end_num, O, B-route_length, O"
{route_length: 9.5 kilometers} {difficulty: somewhat tough} path from {start_location: emek refaim street} {loca_start_num: 95} to {end_location: eliyahu hanavi} {loca_end_num: 69},"{route_length: 9.5 kilometers}, {difficulty: somewhat tough}, path from, {start_location: emek refaim street}, {loca_start_num: 95}, to, {end_location: eliyahu hanavi}, {loca_end_num: 69}","B-route_length, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
{route_length: 11.5 km} easy run plz,"{route_length: 11.5 km}, easy run plz","B-route_length, O"
"I need a {difficulty: moderate effort} running route from {start_location: rambam} {loca_start_num: 44} to {end_location: meah shearim} {loca_end_num: 74}, and the length should be {route_length: 19 kilometers}.","I need a, {difficulty: moderate effort}, running route from, {start_location: rambam}, {loca_start_num: 44}, to, {end_location: meah shearim}, {loca_end_num: 74}, , and the length should be, {route_length: 19 kilometers}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
pls make running route {difficulty: extreme difficulty} about {route_length: 4.0 kilometers} starting {start_location: allenby street} {loca_start_num: 15} ending {end_location: desert spring} {loca_end_num: 10},"pls make running route, {difficulty: extreme difficulty}, about, {route_length: 4.0 kilometers}, starting, {start_location: allenby street}, {loca_start_num: 15}, ending, {end_location: desert spring}, {loca_end_num: 10}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
{route_length: long} to {end_location: beersheba} {loca_end_num: 98} please,"{route_length: long}, to, {end_location: beersheba}, {loca_end_num: 98}, please","B-route_length, O, B-end_location, B-loca_end_num, O"
{route_length: 16.5 kilometers} easy path please,"{route_length: 16.5 kilometers}, easy path please","B-route_length, O"
{route_length: 19.5 km} {difficulty: challenging} track starting {start_location: hacarmel} {loca_start_num: 2},"{route_length: 19.5 km}, {difficulty: challenging}, track starting, {start_location: hacarmel}, {loca_start_num: 2}","B-route_length, B-difficulty, O, B-start_location, B-loca_start_num"
{start_location: hacarmel} {loca_start_num: 62} to {end_location: zalman shazar} {loca_end_num: 82},"{start_location: hacarmel}, {loca_start_num: 62}, to, {end_location: zalman shazar}, {loca_end_num: 82}","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
need route starting {start_location: ramban} ending {end_location: hahistadrut street} {loca_end_num: 37},"need route starting, {start_location: ramban}, ending, {end_location: hahistadrut street}, {loca_end_num: 37}","O, B-start_location, O, B-end_location, B-loca_end_num"
Looking for covered paths from {start_location: shoshana damari street} {loca_start_num: 13},"Looking for covered paths from, {start_location: shoshana damari street}, {loca_start_num: 13}","O, B-start_location, B-loca_start_num"
Help me plan my {route_length: 13 km} run from {start_location: king david} {loca_start_num: 33}?,"Help me plan my, {route_length: 13 km}, run from, {start_location: king david}, {loca_start_num: 33}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
"Hey, I wanna do a {route_length: 5.5 kilometers} run from {start_location: shoshana damari street} {loca_start_num: 21}, any good routes?","Hey, I wanna do a, {route_length: 5.5 kilometers}, run from, {start_location: shoshana damari street}, {loca_start_num: 21}, , any good routes?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
recommend safe running areas please,recommend safe running areas please,O
Need a route with street lights from {start_location: beit lessin street} {loca_start_num: 34},"Need a route with street lights from, {start_location: beit lessin street}, {loca_start_num: 34}","O, B-start_location, B-loca_start_num"
{start_location: friendship street} {loca_start_num: 11} to {end_location: hamada},"{start_location: friendship street}, {loca_start_num: 11}, to, {end_location: hamada}","B-start_location, B-loca_start_num, O, B-end_location"
good places to run around here?,good places to run around here?,O
need pro level {difficulty: medium} course {route_length: 13 km} from {start_location: byzantine} {loca_start_num: 55} to {end_location: haeucalyptus} {loca_end_num: 97},"need pro level, {difficulty: medium}, course, {route_length: 13 km}, from, {start_location: byzantine}, {loca_start_num: 55}, to, {end_location: haeucalyptus}, {loca_end_num: 97}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"Coach says {route_length: 15.0 km} {difficulty: difficult but rewarding} run, got anything from {start_location: hahigh-tech} {loca_start_num: 96}?","Coach says, {route_length: 15.0 km}, {difficulty: difficult but rewarding}, run, got anything from, {start_location: hahigh-tech}, {loca_start_num: 96}, ?","O, B-route_length, B-difficulty, O, B-start_location, B-loca_start_num, O"
where to run in tel aviv?,where to run in tel aviv?,O
Hey there! I'm a business traveler staying at a hotel on {start_location: gamla street} {loca_start_num: 31} and would love a {difficulty: hard} route to {end_location: my present location},"Hey there! I'm a business traveler staying at a hotel on, {start_location: gamla street}, {loca_start_num: 31}, and would love a, {difficulty: hard}, route to, {end_location: my present location}","O, B-start_location, B-loca_start_num, O, B-difficulty, O, B-end_location"
simple run {route_length: short},"simple run, {route_length: short}","O, B-route_length"
Can you provide a route to {end_location: hapisga street} {loca_end_num: 100} that spans {route_length: 6 kilometers}?,"Can you provide a route to, {end_location: hapisga street}, {loca_end_num: 100}, that spans, {route_length: 6 kilometers}, ?","O, B-end_location, B-loca_end_num, O, B-route_length, O"
"{start_location: pinsker street} {loca_start_num: 5} to {end_location: accelerator street} {loca_end_num: 24}, {difficulty: medium} please","{start_location: pinsker street}, {loca_start_num: 5}, to, {end_location: accelerator street}, {loca_end_num: 24}, ,, {difficulty: medium}, please","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, O"
Need a pre work route around {route_length: 17.0 km} starting at {start_location: maskit} {loca_start_num: 48},"Need a pre work route around, {route_length: 17.0 km}, starting at, {start_location: maskit}, {loca_start_num: 48}","O, B-route_length, O, B-start_location, B-loca_start_num"
need help planning route,need help planning route,O
elderly runner here want {difficulty: extreme difficulty} track {route_length: 12.0 km} start {start_location: hillel street} {loca_start_num: 19} end {end_location: sheshet hayamim street} {loca_end_num: 3},"elderly runner here want, {difficulty: extreme difficulty}, track, {route_length: 12.0 km}, start, {start_location: hillel street}, {loca_start_num: 19}, end, {end_location: sheshet hayamim street}, {loca_end_num: 3}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Help me plan my {route_length: 20.0 km} run from {start_location: king david street} {loca_start_num: 84}?,"Help me plan my, {route_length: 20.0 km}, run from, {start_location: king david street}, {loca_start_num: 84}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
best places to run here?,best places to run here?,O
"Planning my weekend long run, need a {difficulty: easy} path from {start_location: levinsky} {loca_start_num: 57} to {end_location: arava street} {loca_end_num: 81}, about {route_length: 1 km}","Planning my weekend long run, need a, {difficulty: easy}, path from, {start_location: levinsky}, {loca_start_num: 57}, to, {end_location: arava street}, {loca_end_num: 81}, , about, {route_length: 1 km}","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length"
Suggest a {difficulty: very hard} run from {start_location: haayala street} {loca_start_num: 26}.,"Suggest a, {difficulty: very hard}, run from, {start_location: haayala street}, {loca_start_num: 26}, .","O, B-difficulty, O, B-start_location, B-loca_start_num, O"
recommend running route please,recommend running route please,O
{route_length: 3 kilometers} easy run plz,"{route_length: 3 kilometers}, easy run plz","B-route_length, O"
Create a route that spans {route_length: 750 meters}.,"Create a route that spans, {route_length: 750 meters}, .","O, B-route_length, O"
Need a solid {difficulty: somewhat tough} route from {start_location: nahal alexander} {loca_start_num: 90} to {end_location: moshe dayan} {loca_end_num: 72},"Need a solid, {difficulty: somewhat tough}, route from, {start_location: nahal alexander}, {loca_start_num: 90}, to, {end_location: moshe dayan}, {loca_end_num: 72}","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
gimme {difficulty: difficult but rewarding} path {route_length: 9.0 kilometers} start {start_location: rabbi ovadia yosef} {loca_start_num: 48} finish {end_location: samuel hanavi street} {loca_end_num: 20},"gimme, {difficulty: difficult but rewarding}, path, {route_length: 9.0 kilometers}, start, {start_location: rabbi ovadia yosef}, {loca_start_num: 48}, finish, {end_location: samuel hanavi street}, {loca_end_num: 20}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
need pro level {difficulty: very easy} course {route_length: 11.0 kilometers} from {start_location: port street} {loca_start_num: 16} to {end_location: liberation} {loca_end_num: 16},"need pro level, {difficulty: very easy}, course, {route_length: 11.0 kilometers}, from, {start_location: port street}, {loca_start_num: 16}, to, {end_location: liberation}, {loca_end_num: 16}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
gimme a {difficulty: moderate effort} route {route_length: 8 km},"gimme a, {difficulty: moderate effort}, route, {route_length: 8 km}","O, B-difficulty, O, B-route_length"
"At the office today, need a {route_length: 19.0 kilometers} lunch route from {start_location: gaza street} {loca_start_num: 90}","At the office today, need a, {route_length: 19.0 kilometers}, lunch route from, {start_location: gaza street}, {loca_start_num: 90}","O, B-route_length, O, B-start_location, B-loca_start_num"
{difficulty: challenging} route to {end_location: ted arison} {loca_end_num: 86},"{difficulty: challenging}, route to, {end_location: ted arison}, {loca_end_num: 86}","B-difficulty, O, B-end_location, B-loca_end_num"
{difficulty: not hard} running track please,"{difficulty: not hard}, running track please","B-difficulty, O"
"Hey there, I'm looking for a {difficulty: moderate effort} running route that starts from {start_location: right where i am} {loca_start_num: 96} and goes all the way to {end_location: susya} {loca_end_num: 51}, something around {route_length: 12.5 kilometers} would be perfect","Hey there, I'm looking for a, {difficulty: moderate effort}, running route that starts from, {start_location: right where i am}, {loca_start_num: 96}, and goes all the way to, {end_location: susya}, {loca_end_num: 51}, , something around, {route_length: 12.5 kilometers}, would be perfect","O, B-difficulty, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-route_length, O"
start at {start_location: ashdod} going to beach,"start at, {start_location: ashdod}, going to beach","O, B-start_location, O"
quick running path suggestion please,quick running path suggestion please,O
need {route_length: 11.5 km} track,"need, {route_length: 11.5 km}, track","O, B-route_length, O"
"Beach run vibes today, got a {route_length: 16.5 km} route near {start_location: uri zohar street} {loca_start_num: 45}?","Beach run vibes today, got a, {route_length: 16.5 km}, route near, {start_location: uri zohar street}, {loca_start_num: 45}, ?","O, B-route_length, O, B-start_location, B-loca_start_num, O"
Looking for recommendations for a good morning run - something around {route_length: 3.5 kilometers} and not too difficult for a beginner,"Looking for recommendations for a good morning run - something around, {route_length: 3.5 kilometers}, and not too difficult for a beginner","O, B-route_length, O"
experienced marathoner seeking {difficulty: very hard} route {route_length: 8.5 kilometers} beginning {start_location: zalman shneur street} {loca_start_num: 48} finishing {end_location: rabbi akiva} {loca_end_num: 20},"experienced marathoner seeking, {difficulty: very hard}, route, {route_length: 8.5 kilometers}, beginning, {start_location: zalman shneur street}, {loca_start_num: 48}, finishing, {end_location: rabbi akiva}, {loca_end_num: 20}","O, B-difficulty, O, B-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"Half marathon prep, looking for a {difficulty: hard} {route_length: 12 km} from {start_location: german colony} {loca_start_num: 5}","Half marathon prep, looking for a, {difficulty: hard}, {route_length: 12 km}, from, {start_location: german colony}, {loca_start_num: 5}","O, B-difficulty, B-route_length, O, B-start_location, B-loca_start_num"
{difficulty: flat and easy} {route_length: 18.0 kilometers} please,"{difficulty: flat and easy}, {route_length: 18.0 kilometers}, please","B-difficulty, B-route_length, O"
{route_length: 1.0 kilometers} {difficulty: very hard} route needed,"{route_length: 1.0 kilometers}, {difficulty: very hard}, route needed","B-route_length, B-difficulty, O"
Time for my long run from {start_location: jaffa gate street} {loca_start_num: 76},"Time for my long run from, {start_location: jaffa gate street}, {loca_start_num: 76}","O, B-start_location, B-loca_start_num"
