sentence,tokens,bio_tags
need run starting at {start_location: gottex} {loca_start_num: 64} that is {difficulty: hard},"need, run, starting, at, gottex, 64, that, is, hard","O, O, O, O, B-start_location, B-loca_start_num, O, O, B-difficulty"
Gonna run {route_length: 18.0 km} from {start_location: malchei israel} {loca_start_num: 49} today,"Gonna, run, 18.0, km, from, malchei, israel, 49, today","O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O"
Best running spots around {start_location: bialik} {loca_start_num: 64}?,"Best, running, spots, around, bialik, 64, ?","O, O, O, O, B-start_location, B-loca_start_num, O"
Need a good route for today,"Need, a, good, route, for, today","O, O, O, O, O, O"
"Training for my first 5k, need a {route_length: 4.0 kilometers} route near {start_location: shmuel hanavi} {loca_start_num: 8}","Training, for, my, first, 5k,, need, a, 4.0, kilometers, route, near, shmuel, hanavi, 8","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: very hard} route {route_length: short sprint} starting {start_location: keren hayesod street} {loca_start_num: 83},"very, hard, route, short, sprint, starting, keren, hayesod, street, 83","B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Generate a {difficulty: not hard} route for me from {start_location: hanevi'im} {loca_start_num: 41} to {end_location: nachlaot street} {loca_end_num: 83}, covering {route_length: 18.0 kilometers}.","Generate, a, not, hard, route, for, me, from, hanevi'im, 41, to, nachlaot, street, 83, ,, covering, 18.0, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"{start_location: palmach street} {loca_start_num: 22} to {end_location: yad harutzim} {loca_end_num: 35}, {route_length: 7.5 kilometers} {difficulty: moderate effort}","palmach, street, 22, to, yad, harutzim, 35, ,, 7.5, kilometers, moderate, effort","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, B-difficulty, I-difficulty"
older person need {difficulty: very easy} path {route_length: 18.0 kilometers} start {start_location: hatechnology street} {loca_start_num: 8} finish {end_location: jerusalem prize street} {loca_end_num: 49},"older, person, need, very, easy, path, 18.0, kilometers, start, hatechnology, street, 8, finish, jerusalem, prize, street, 49","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
"Early bird run, show me a {route_length: 2.5 km} route near {start_location: dvir street} {loca_start_num: 89}","Early, bird, run,, show, me, a, 2.5, km, route, near, dvir, street, 89","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
need route starting {start_location: haeucalyptus} ending {end_location: caesarea street} {loca_end_num: 83},"need, route, starting, haeucalyptus, ending, caesarea, street, 83","O, O, O, B-start_location, O, B-end_location, I-end_location, B-loca_end_num"
"Plan a {difficulty: extreme difficulty} running route that starts at {start_location: shlomzion hamalka street} {loca_start_num: 14} and ends at {end_location: chava alberstein street} {loca_end_num: 22}, with a length of {route_length: 17.0 km}.","Plan, a, extreme, difficulty, running, route, that, starts, at, shlomzion, hamalka, street, 14, and, ends, at, chava, alberstein, street, 22, ,, with, a, length, of, 17.0, km, .","O, O, B-difficulty, I-difficulty, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, B-route_length, I-route_length, O"
"Need a route that includes {end_location: rothschild boulevard} {loca_end_num: 53}, around {route_length: 14.5 km}","Need, a, route, that, includes, rothschild, boulevard, 53, ,, around, 14.5, km","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
wheres good for evening jog?,"wheres, good, for, evening, jog?","O, O, O, O, O"
planning 5k where should i go,"planning, 5k, where, should, i, go","O, O, O, O, O, O"
I'm staying at {start_location: palmach street} {loca_start_num: 84} and would love a {difficulty: difficult but rewarding} route to explore the city,"I'm, staying, at, palmach, street, 84, and, would, love, a, difficult, but, rewarding, route, to, explore, the, city","O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, O"
training for marathon need long route,"training, for, marathon, need, long, route","O, O, O, O, O, O"
elderly person needs walking route suggestion,"elderly, person, needs, walking, route, suggestion","O, O, O, O, O, O"
pls make running route {difficulty: moderate effort} about {route_length: 17 km} starting {start_location: haeucalyptus street} {loca_start_num: 66} ending {end_location: rabbi ovadia yosef} {loca_end_num: 2},"pls, make, running, route, moderate, effort, about, 17, km, starting, haeucalyptus, street, 66, ending, rabbi, ovadia, yosef, 2","O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
Show me some routes near {end_location: sheinkin street} {loca_end_num: 35},"Show, me, some, routes, near, sheinkin, street, 35","O, O, O, O, O, B-end_location, I-end_location, B-loca_end_num"
"First time runner here, would appreciate a beginner-friendly route somewhere scenic in the city","First, time, runner, here,, would, appreciate, a, beginner-friendly, route, somewhere, scenic, in, the, city","O, O, O, O, O, O, O, O, O, O, O, O, O, O"
Need to get {route_length: 19 kilometers} in from {start_location: desert spring street} {loca_start_num: 43},"Need, to, get, 19, kilometers, in, from, desert, spring, street, 43","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Can you create a {difficulty: easy} run to {end_location: tech park} {loca_end_num: 44}?,"Can, you, create, a, easy, run, to, tech, park, 44, ?","O, O, O, O, B-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num, O"
I'm looking for a {difficulty: moderate effort} route from {start_location: efraim street} {loca_start_num: 98} to {end_location: yigael yadin} {loca_end_num: 49} with a distance of {route_length: 15-20 km}.,"I'm, looking, for, a, moderate, effort, route, from, efraim, street, 98, to, yigael, yadin, 49, with, a, distance, of, 15-20, km, .","O, O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
running route {route_length: 14 kilometers} to {end_location: carmel market} {loca_end_num: 13},"running, route, 14, kilometers, to, carmel, market, 13","O, O, B-route_length, I-route_length, O, B-end_location, I-end_location, B-loca_end_num"
Taking a different route today from {start_location: current place},"Taking, a, different, route, today, from, current, place","O, O, O, O, O, O, B-start_location, I-start_location"
Group run starting at {start_location: ofek} {loca_start_num: 82},"Group, run, starting, at, ofek, 82","O, O, O, O, B-start_location, B-loca_start_num"
Training for a marathon - need a {difficulty: challenging} {route_length: 13.5 km} route starting at {start_location: marcel janco street} {loca_start_num: 96},"Training, for, a, marathon, -, need, a, challenging, 13.5, km, route, starting, at, marcel, janco, street, 96","O, O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Got my headphones charged, ready for a {route_length: 19.0 km} run from {start_location: hacarmel} {loca_start_num: 59}","Got, my, headphones, charged,, ready, for, a, 19.0, km, run, from, hacarmel, 59","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
where to run in tel aviv?,"where, to, run, in, tel, aviv?","O, O, O, O, O, O"
Need a morning route - something {difficulty: somewhat tough} around {route_length: 9.0 km} from {start_location: tchernichovsky street} {loca_start_num: 42},"Need, a, morning, route, -, something, somewhat, tough, around, 9.0, km, from, tchernichovsky, street, 42","O, O, O, O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
Ready to crush {route_length: 17.5 kilometers} from {start_location: frishman street} {loca_start_num: 32},"Ready, to, crush, 17.5, kilometers, from, frishman, street, 32","O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
need {route_length: 16.0 km} {difficulty: challenging} path,"need, 16.0, km, challenging, path","O, B-route_length, I-route_length, B-difficulty, O"
where do people usually run in morning?,"where, do, people, usually, run, in, morning?","O, O, O, O, O, O, O"
{start_location: yehoram gaon} {loca_start_num: 64} to {end_location: zivia lubetkin street},"yehoram, gaon, 64, to, zivia, lubetkin, street","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
Suggest a {difficulty: medium} run from {start_location: golan} {loca_start_num: 18}.,"Suggest, a, medium, run, from, golan, 18, .","O, O, B-difficulty, O, O, B-start_location, B-loca_start_num, O"
{start_location: ussishkin street} {loca_start_num: 65} to {end_location: light rail street} {loca_end_num: 44},"ussishkin, street, 65, to, light, rail, street, 44","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
suggest good running spot,"suggest, good, running, spot","O, O, O, O"
recommend safe running route,"recommend, safe, running, route","O, O, O, O"
Can you suggest a nice morning running path that's not too difficult? Maybe around {route_length: 2.0 km} somewhere near the beach?,"Can, you, suggest, a, nice, morning, running, path, that's, not, too, difficult?, Maybe, around, 2.0, km, somewhere, near, the, beach?","O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O"
senior runner want {difficulty: hard} path {route_length: 10 kilometers} start {start_location: bukhara} {loca_start_num: 49} finish {end_location: independence street} {loca_end_num: 5},"senior, runner, want, hard, path, 10, kilometers, start, bukhara, 49, finish, independence, street, 5","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Looking for some hill training - {difficulty: somewhat tough} route around {route_length: 15 kilometers} from {start_location: enzo sereni street} {loca_start_num: 21},"Looking, for, some, hill, training, -, somewhat, tough, route, around, 15, kilometers, from, enzo, sereni, street, 21","O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
start at {start_location: ahad ha'am} going to beach,"start, at, ahad, ha'am, going, to, beach","O, O, B-start_location, I-start_location, O, O, O"
looking for a nice morning jog route nothing too crazy,"looking, for, a, nice, morning, jog, route, nothing, too, crazy","O, O, O, O, O, O, O, O, O, O"
suggest good running spot,"suggest, good, running, spot","O, O, O, O"
need {route_length: 16.0 kilometers} track,"need, 16.0, kilometers, track","O, B-route_length, I-route_length, O"
what's a good running spot around here?,"what's, a, good, running, spot, around, here?","O, O, O, O, O, O, O"
want {difficulty: difficult but rewarding} track about {route_length: 4.0 km},"want, difficult, but, rewarding, track, about, 4.0, km","O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length"
First time running in this area,"First, time, running, in, this, area","O, O, O, O, O, O"
simple running path please,"simple, running, path, please","O, O, O, O"
Need a well-lit route around {route_length: 15.0 km} near {start_location: mayim} {loca_start_num: 80},"Need, a, well-lit, route, around, 15.0, km, near, mayim, 80","O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num"
"{start_location: linoy ashram} {loca_start_num: 98} to {end_location: washington} {loca_end_num: 64}, {difficulty: slightly challenging}","linoy, ashram, 98, to, washington, 64, ,, slightly, challenging","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, I-difficulty"
want {difficulty: intense} path please,"want, intense, path, please","O, B-difficulty, O, O"
{difficulty: slightly challenging} path from {start_location: kaplan street},"slightly, challenging, path, from, kaplan, street","B-difficulty, I-difficulty, O, O, B-start_location, I-start_location"
Hey running friends! I'm training for my first 5K and would love some recommendations for a beginner-friendly route near the beach area,"Hey, running, friends!, I'm, training, for, my, first, 5K, and, would, love, some, recommendations, for, a, beginner-friendly, route, near, the, beach, area","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
{route_length: 2 kilometers} track with good scenery,"2, kilometers, track, with, good, scenery","B-route_length, I-route_length, O, O, O, O"
Ready to run from {start_location: kurdistan street} {loca_start_num: 84},"Ready, to, run, from, kurdistan, street, 84","O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
wheres good for evening jog?,"wheres, good, for, evening, jog?","O, O, O, O, O"
{route_length: 16.0 km} route please,"16.0, km, route, please","B-route_length, I-route_length, O, O"
"Hi! I've been running for years and need a {difficulty: medium} training route that's about {route_length: 2.5 kilometers}, starting from my apartment on {start_location: bar ilan street}","Hi!, I've, been, running, for, years, and, need, a, medium, training, route, that's, about, 2.5, kilometers, ,, starting, from, my, apartment, on, bar, ilan, street","O, O, O, O, O, O, O, O, O, B-difficulty, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location"
I need a {route_length: 2.5 km} route from {start_location: herzog boulevard} {loca_start_num: 69},"I, need, a, 2.5, km, route, from, herzog, boulevard, 69","O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
tourist here want {difficulty: hard} route {route_length: moderate distance} begin {start_location: chaim weizmann} {loca_start_num: 82} end {end_location: tel hashomer street} {loca_end_num: 1},"tourist, here, want, hard, route, moderate, distance, begin, chaim, weizmann, 82, end, tel, hashomer, street, 1","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
{route_length: 19.0 km} easy run plz,"19.0, km, easy, run, plz","B-route_length, I-route_length, O, O, O"
Looking for drinking fountains on my {route_length: 9.0 km} run from {start_location: megiddo street} {loca_start_num: 45},"Looking, for, drinking, fountains, on, my, 9.0, km, run, from, megiddo, street, 45","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Gimme a {difficulty: easy} route around {route_length: very long} near {start_location: beit hadfus} {loca_start_num: 91},"Gimme, a, easy, route, around, very, long, near, beit, hadfus, 91","O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
help me find running route,"help, me, find, running, route","O, O, O, O, O"
first timer needs running advice,"first, timer, needs, running, advice","O, O, O, O, O"
"{route_length: 20 km} from {start_location: linoy ashram} {loca_start_num: 53} to {end_location: talpiot street} {loca_end_num: 73}, {difficulty: challenging}","20, km, from, linoy, ashram, 53, to, talpiot, street, 73, ,, challenging","B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-difficulty"
Long run day - need a {difficulty: extreme difficulty} {route_length: 7.0 kilometers} route from {start_location: innovation} {loca_start_num: 29},"Long, run, day, -, need, a, extreme, difficulty, 7.0, kilometers, route, from, innovation, 29","O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
where should i run in tel aviv?,"where, should, i, run, in, tel, aviv?","O, O, O, O, O, O, O"
Hi runners! Visiting Tel Aviv next month and would love some suggestions for scenic routes that aren't too tourist-heavy - preferably {difficulty: easy} difficulty,"Hi, runners!, Visiting, Tel, Aviv, next, month, and, would, love, some, suggestions, for, scenic, routes, that, aren't, too, tourist-heavy, -, preferably, easy, difficulty","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-difficulty, O"
I want a {difficulty: slightly challenging} route that goes from {start_location: king george} {loca_start_num: 43} to {end_location: alfasi street} {loca_end_num: 92} and spans {route_length: 15.5 kilometers}.,"I, want, a, slightly, challenging, route, that, goes, from, king, george, 43, to, alfasi, street, 92, and, spans, 15.5, kilometers, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
I need a {difficulty: somewhat tough} running route starting from {start_location: french hill} {loca_start_num: 61}.,"I, need, a, somewhat, tough, running, route, starting, from, french, hill, 61, .","O, O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Generate a {difficulty: hard} running route.,"Generate, a, hard, running, route.","O, O, B-difficulty, O, O"
elderly person needs walking route suggestion,"elderly, person, needs, walking, route, suggestion","O, O, O, O, O, O"
Drop me a {difficulty: very hard} route from {start_location: eli cohen} {loca_start_num: 93},"Drop, me, a, very, hard, route, from, eli, cohen, 93","O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
"Planning a group run, need a {difficulty: challenging} {route_length: 12.5 kilometers} route from {start_location: mayim} {loca_start_num: 35}","Planning, a, group, run,, need, a, challenging, 12.5, kilometers, route, from, mayim, 35","O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
want to run but dont know where,"want, to, run, but, dont, know, where","O, O, O, O, O, O, O"
"Beach run vibes today, got a {route_length: 13.0 km} route near {start_location: innovation street} {loca_start_num: 80}?","Beach, run, vibes, today,, got, a, 13.0, km, route, near, innovation, street, 80, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Training for a marathon from {start_location: tech park} {loca_start_num: 63},"Training, for, a, marathon, from, tech, park, 63","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
I need a {difficulty: challenging} route of {route_length: 14.5 kilometers}.,"I, need, a, challenging, route, of, 14.5, kilometers, .","O, O, O, B-difficulty, O, O, B-route_length, I-route_length, O"
make me {difficulty: difficult but rewarding} path,"make, me, difficult, but, rewarding, path","O, O, B-difficulty, I-difficulty, I-difficulty, O"
im new here where should i run?,"im, new, here, where, should, i, run?","O, O, O, O, O, O, O"
suggest route for beginner,"suggest, route, for, beginner","O, O, O, O"
need quick morning run suggestion,"need, quick, morning, run, suggestion","O, O, O, O, O"
Easy recovery run - need a {route_length: 17 km} route near {start_location: moshe sharett street} {loca_start_num: 81},"Easy, recovery, run, -, need, a, 17, km, route, near, moshe, sharett, street, 81","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
hi can u make me a {difficulty: slightly challenging} route?,"hi, can, u, make, me, a, slightly, challenging, route?","O, O, O, O, O, O, B-difficulty, I-difficulty, O"
Trying to find a good {route_length: medium-length} run near {start_location: shaare ha'ir} {loca_start_num: 32},"Trying, to, find, a, good, medium-length, run, near, shaare, ha'ir, 32","O, O, O, O, O, B-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Please suggest a route from {start_location: ashkelon street} {loca_start_num: 81} to {end_location: yigal yadin} {loca_end_num: 51}.,"Please, suggest, a, route, from, ashkelon, street, 81, to, yigal, yadin, 51, .","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O"
Doing a quick lunch run from {start_location: jerusalem boulevard} {loca_start_num: 51},"Doing, a, quick, lunch, run, from, jerusalem, boulevard, 51","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: coexistence street} {loca_start_num: 9} to {end_location: albert einstein}, something easy please","coexistence, street, 9, to, albert, einstein, ,, something, easy, please","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, O, O, O, O"
Need to get {route_length: 9.5 kilometers} in from {start_location: rehavia} {loca_start_num: 53},"Need, to, get, 9.5, kilometers, in, from, rehavia, 53","O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
{start_location: marcel janco} {loca_start_num: 75} to {end_location: emek refaim} {loca_end_num: 74},"marcel, janco, 75, to, emek, refaim, 74","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Map me a route from {start_location: uri zohar street} {loca_start_num: 25},"Map, me, a, route, from, uri, zohar, street, 25","O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Taking it easy today from {start_location: ramat aviv} {loca_start_num: 28},"Taking, it, easy, today, from, ramat, aviv, 28","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Getting ready for a 5k need a route,"Getting, ready, for, a, 5k, need, a, route","O, O, O, O, O, O, O, O"
Looking for a {route_length: 5-10 km} running track that starts at {start_location: desert spring} {loca_start_num: 79} and has some nice city views along the way,"Looking, for, a, 5-10, km, running, track, that, starts, at, desert, spring, 79, and, has, some, nice, city, views, along, the, way","O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O, O, O, O"
{route_length: 12.0 kilometers} route please,"12.0, kilometers, route, please","B-route_length, I-route_length, O, O"
"I need a {difficulty: very hard} running route from {start_location: jezreel} {loca_start_num: 49} to {end_location: carmel} {loca_end_num: 81}, and the length should be {route_length: 6.5 kilometers}.","I, need, a, very, hard, running, route, from, jezreel, 49, to, carmel, 81, ,, and, the, length, should, be, 6.5, kilometers, .","O, O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, O, O, O, O, B-route_length, I-route_length, O"
"Feeling ambitious, show me a {difficulty: very hard} {route_length: 3.0 kilometers} route from {start_location: chaim weizmann} {loca_start_num: 88}","Feeling, ambitious,, show, me, a, very, hard, 3.0, kilometers, route, from, chaim, weizmann, 88","O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
Speed work route needed - {difficulty: very easy} {route_length: marathon length} with good straightaways,"Speed, work, route, needed, -, very, easy, marathon, length, with, good, straightaways","O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O"
"Need a route that includes {end_location: where i am} {loca_end_num: 38}, around {route_length: 10.5 kilometers}","Need, a, route, that, includes, where, i, am, 38, ,, around, 10.5, kilometers","O, O, O, O, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length"
Gimme a {difficulty: flat and easy} route around {route_length: 300 meters} near {start_location: hatzvi street} {loca_start_num: 100},"Gimme, a, flat, and, easy, route, around, 300, meters, near, hatzvi, street, 100","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
first timer needs running advice,"first, timer, needs, running, advice","O, O, O, O, O"
want {route_length: 9.0 km} track please,"want, 9.0, km, track, please","O, B-route_length, I-route_length, O, O"
can u make {difficulty: medium} route from {start_location: schocken},"can, u, make, medium, route, from, schocken","O, O, O, B-difficulty, O, O, B-start_location"
Can anyone recommend a good running path for a tourist? Staying in a hotel on {start_location: nahal sorek} and want to explore the city,"Can, anyone, recommend, a, good, running, path, for, a, tourist?, Staying, in, a, hotel, on, nahal, sorek, and, want, to, explore, the, city","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O, O, O, O"
Looking for some hill training - {difficulty: extreme difficulty} route around {route_length: 7 kilometers} from {start_location: friendship street} {loca_start_num: 40},"Looking, for, some, hill, training, -, extreme, difficulty, route, around, 7, kilometers, from, friendship, street, 40","O, O, O, O, O, O, B-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"Could you suggest a {difficulty: difficult but rewarding} running route between {start_location: maskit street} {loca_start_num: 25} and {end_location: theodor herzl} {loca_end_num: 46}, covering {route_length: 5.0 kilometers}?","Could, you, suggest, a, difficult, but, rewarding, running, route, between, maskit, street, 25, and, theodor, herzl, 46, ,, covering, 5.0, kilometers, ?","O, O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
senior runner need route from {start_location: sheshet hayamim} {loca_start_num: 28},"senior, runner, need, route, from, sheshet, hayamim, 28","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
{difficulty: not hard} {route_length: 250 meters} path starting {start_location: sheshet hayamim street} {loca_start_num: 98} ending {end_location: gamla} {loca_end_num: 73},"not, hard, 250, meters, path, starting, sheshet, hayamim, street, 98, ending, gamla, 73","B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"Plan a {difficulty: easy} running route that starts at {start_location: crusader street} {loca_start_num: 19} and ends at {end_location: arik einstein} {loca_end_num: 97}, with a length of {route_length: 3 km}.","Plan, a, easy, running, route, that, starts, at, crusader, street, 19, and, ends, at, arik, einstein, 97, ,, with, a, length, of, 3, km, .","O, O, B-difficulty, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, O, B-route_length, I-route_length, O"
Show me the best {route_length: 17.0 km} route near {start_location: solar energy street} {loca_start_num: 12},"Show, me, the, best, 17.0, km, route, near, solar, energy, street, 12","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"{start_location: david} {loca_start_num: 78} to {end_location: jabotinsky} {loca_end_num: 31}, {difficulty: flat and easy} please","david, 78, to, jabotinsky, 31, ,, flat, and, easy, please","B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, B-difficulty, I-difficulty, I-difficulty, O"
where to run in tel aviv?,"where, to, run, in, tel, aviv?","O, O, O, O, O, O"
older person need {difficulty: challenging} path {route_length: 6.5 km} start {start_location: ben yehuda street} {loca_start_num: 85} finish {end_location: tzipori street} {loca_end_num: 23},"older, person, need, challenging, path, 6.5, km, start, ben, yehuda, street, 85, finish, tzipori, street, 23","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
looking for a nice morning jog route nothing too crazy,"looking, for, a, nice, morning, jog, route, nothing, too, crazy","O, O, O, O, O, O, O, O, O, O"
Generate a {difficulty: moderate effort} run that is {route_length: 7 kilometers}.,"Generate, a, moderate, effort, run, that, is, 7, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, B-route_length, I-route_length, O"
"I want to run {route_length: 300 meters} starting at {start_location: shaare ha'ir} {loca_start_num: 99} and ending at {end_location: yemen} {loca_end_num: 57}, with {difficulty: medium} difficulty.","I, want, to, run, 300, meters, starting, at, shaare, ha'ir, 99, and, ending, at, yemen, 57, ,, with, medium, difficulty.","O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, B-loca_end_num, O, O, B-difficulty, O"
Can you create a route from {start_location: haviva reik} {loca_start_num: 93} to {end_location: hatikva market} {loca_end_num: 14}?,"Can, you, create, a, route, from, haviva, reik, 93, to, hatikva, market, 14, ?","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O"
Need a running route for tomorrow morning - something {difficulty: medium} from {start_location: beit lessin} {loca_start_num: 62} to {end_location: jordan valley} {loca_end_num: 67},"Need, a, running, route, for, tomorrow, morning, -, something, medium, from, beit, lessin, 62, to, jordan, valley, 67","O, O, O, O, O, O, O, O, O, B-difficulty, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
need {difficulty: difficult but rewarding} {route_length: 17 kilometers},"need, difficult, but, rewarding, 17, kilometers","O, B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length"
Generate a {difficulty: slightly challenging} running route from {start_location: cafe tamar} {loca_start_num: 42} to {end_location: cafe roval} {loca_end_num: 57} that spans {route_length: 4.5 km}.,"Generate, a, slightly, challenging, running, route, from, cafe, tamar, 42, to, cafe, roval, 57, that, spans, 4.5, km, .","O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
want to run but dont know where,"want, to, run, but, dont, know, where","O, O, O, O, O, O, O"
